doc_id,document_title,source,document_family,act_type,article_label,article_code,requirement_no,req_type,requirement_text,status,confidence,citation_ref,citation_snippet
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 23,23,54,OBLIGATION,Les règlements peuvent déterminer les catégories de matières et d'éléments qui s'ajoutent dans certaines fabrications pour faciliter les opérations de récupération et de valorisation.,TO_VALIDATE,0.6499999761581421,Art. 23 (p.3-3),Des règlements peuvent déterminer les catégories de matières et d'éléments qui s'ajoutent dans certaines fabrications pour faciliter les opérations de récupération et de valorisation.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 23,23,55,OBLIGATION,Les règlements peuvent prévoir des incitations et des encouragements à certaines catégories de professionnels en vue de l'utilisation dans la fabrication d'un produit déterminé ou d'une catégorie.,TO_VALIDATE,0.8500000238418579,Art. 23 (p.3-3),"Dans un but de protection de l'environnment, les règlements visés à l'article 29 de la présente loi peuvent prévoir des incitations et des encouragements à certaines catégories de professionnels en vue de l'utilisation dans la fabrication d'un produit déterminé ou d'une catégo"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 23,23,56,CONDITION,Les règlements peuvent interdire certains traitements et certaines formes de mélange et de jonctions avec d'autres matières.,DRAFT,0.8500000238418579,Art. 23 (p.3-3),Ces réglements peuvent interdire certains traitements et certaines formes de mélange et de jonctions avec d'autres matières.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 24,24,57,OBLIGATION,"La gestion des déchets doit s'effectuer sans causer un danger pour la santé de l'Homme, sans utiliser des modes ou procédés nuisibles à l'environnement, sans provoquer des incommodités et sans porter atteinte aux paysages naturels et urbains.",DRAFT,0.8999999761581421,Art. 24 (p.3-3),"La gestion des déchets doit s'effectuer sans causer un danger quelconque pour la santé de l'Homme, sans utiliser des modes ou des procédés pouvant nuire à l'environnement et notamment l'eau, l'air, le sol et les espèces de faune et de flore, sans provoquer des incommodités par le bruit ou les odeurs ou autres et sans"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 24,24,58,INTERDICTION,L'homme ne doit pas utiliser des modes ou des procédés pouvant nuire à l'environnement.,TO_VALIDATE,0.699999988079071,Art. 24 (p.3-3),"La gestion des déchets doit s'effectuer sans causer un danger quelconque pour la santé de l'Homme, sans utiliser des modes ou des procédés pouvant nuire à l'environnement et notamment l'eau."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 25,25,59,OBLIGATION,Toute personne détenant des déchets est tenue de les livrer à un organisme public ou privé chargé de la collecte ou à un établissement effectuant des opérations d'élimination et de valorisation ou d'entreprendre elle-même ces opérations conformément aux conditions fixées par la présente loi.,DRAFT,0.8500000238418579,Art. 25 (p.3-3),"Toute personne détenant des déchets est tenue de les livrer, conformément aux modalités déterminées par les autorités compétentes, à un organisme public ou privé chargé de la collecte ou à un établissement effectuant des opérations d'élimination et de valorisation ou d'entreprendre par elle même ces opérations"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 26,26,60,OBLIGATION,"Tout établissement ou entreprise assurant une ou plusieurs activités de collecte, de tri, de transport, de stockage, de traitement, de valorisation et d'élimination des déchets doit obtenir une autorisation préalable du Ministre chargé de l'Environnement.",TO_VALIDATE,0.550000011920929,Art. 26 (p.3-3),"Est soumis à autorisation préalable du Ministre chargé de l'Environnement tout établissement ou entreprise assurant une ou plusieurs activités de collecte, de tri, de transport, de stockage, de traitement, de valorisation et d'élimination des déchets ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 26,26,61,OBLIGATION,"L'autorisation délivrée par le Ministre chargé de l'Environnement doit indiquer les types et les quantités de déchets, les prescriptions techniques et les modes de traitement, de valorisation et d'élimination, les précautions devant être prises pour garantir les conditions de sécurité, ainsi que le site de collecte.",TO_VALIDATE,0.699999988079071,Art. 26 (p.3-3),"L'autorisation délivrée par le Ministre chargé de l'Environnement doit indiquer les types et les quantités de déchets, les prescriptions techniques et les modes de traitement, de valorisation et d'élimination, les précautions devant être prises pour garantir les conditions de sécurité, ainsi que le site de collecte."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 26,26,62,OBLIGATION,L'autorisation n'est attribuée qu'après accomplissement des procédures d'approbation de l'étude d'impact.,TO_VALIDATE,0.8500000238418579,Art. 26 (p.3-3),"Cette autorisation n'est attribuée qu'après accomplissement des procédures d'approbation de l'étude d'impact, conformément aux réglements"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 26,26,63,OBLIGATION,"L'autorisation doit indiquer les types et les quantités de déchets, les prescriptions techniques et les modes de traitement, de valorisation et d'élimination, les précautions devant être prises pour garantir les conditions de sécurité, le site de collecte, de tri, de stockage et d'élimination.",TO_VALIDATE,0.699999988079071,Art. 26 (p.3-3),"L'autorisation doit indiquer les types et les quantités de déchets, les prescriptions techniques et les modes de traitement, de valorisation et d'élimination, les précautions devant être prises pour garantir les conditions de sécurité, le site de collecte, de tri, de stockage et d'élimination."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 26,26,64,OBLIGATION,"L'autorisation peut être attribuée pour une durée déterminée, renouvelable et assortie de conditions et d'obligations.",TO_VALIDATE,0.8500000238418579,Art. 26 (p.3-3),"L'autorisation peut être attribuée pour une durée déterminée, elle peut être renouvelable et assortie de conditions et d'obligations."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 27,27,65,OBLIGATION,L'autorisation peut être attribuée une durée déterminée.,TO_VALIDATE,0.8500000238418579,Art. 27 (p.3-3),"L'autorisation peut être attribuée pour une durée déterminée, elle peut être renouvelable et assortie de conditions et d'obligations"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 27,27,66,OBLIGATION,L'autorisation peut être renouvelable et être assortie de conditions et d'obligations.,TO_VALIDATE,0.8500000238418579,Art. 27 (p.3-3),"L'autorisation peut être attribuée pour une durée déterminée, elle peut être renouvelable et assortie de conditions et d'obligations"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 31,31,67,OBLIGATION,"Les modes de gestion des catégories de déchets dangereux, dont la liste est fixée .",TO_VALIDATE,0.6499999761581421,Art. 31 (p.3-3),"Les modes de gestion des catégories de déchets dangereux, dont la liste est fixée ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 31,31,68,INTERDICTION,Les catégories de déchets dangereux ne peuvent pas être traitées en vue de leur élimination ou valorisation que dans les installations autorisées par les autorités compétentes.,TO_VALIDATE,0.8500000238418579,Art. 31 (p.3-3),Ces catégories de déchets ne peuvent être traitées en vue de leur élimination ou valorisation que dans les installations qui ont été autorisées par les autorités compétentes conformément aux dispositions de l'article 26 de la présente loi.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 31,31,69,OBLIGATION,Les conditions et les modes de gestion de catégories particulières de déchets dangereux peuvent être fixés par des décrets pris sur proposition des ministres chargés de l'environnement et de la santé publique.,TO_VALIDATE,0.8500000238418579,Art. 31 (p.3-3),Les conditions et les modes de gestion de catégories particulières de ces déchets peuvent être fixés par des décrets pris sur proposition des ministres chargés de l'environnement et de la santé publique.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 32,32,70,INTERDICTION,"Les établissements et les entreprises qui procèdent à l'élimination, à la valorisation, à la collecte et au transport des catégories de déchets visées à l'article 31 de la présente loi est interdit de mélanger différents types de déchets dangereux et mélanger des déchets dangereux avec des déchets non dangereux.",DRAFT,0.8999999761581421,Art. 32 (p.3-3),"Il est interdit aux établissements et aux entreprises qui procèdent à l'élimination, à la valorisation, à la collecte et au transport des catégories de déchets visées à l'article 31 de la présente loi de mélanger différents types de déchets dangereux et de mélanger des déchets dangereux avec des déchets non dangereux"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 40,40,71,CONDITION,"L'autorisation du ministre chargé de l'environnement est attribuée uniquement si le respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues est assuré, la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination est faite, la présentation d'un contrat d'assurances présentant les garanties financières suffisantes est faite, et la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière est faite.",TO_VALIDATE,0.6499999761581421,Art. 40 (p.3-4),"L'autorisation du ministre chargé de l'environnement est attribuée uniquement si le respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues est assuré, la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination est faite, la présentation d'un contrat d'assurances présentant les garanties financières suffisantes est faite, et la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière est faite."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 40,40,72,CONDITION,"Paragraphe précédent sont soumises à l'autorisation du ministre chargé de l'environnement. Cette autorisation n'est attribuée que si les conditions suivantes sont remplies : - le respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues, - la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination, - la présentation d'un contrat d'assurances présentant les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés.",TO_VALIDATE,0.6499999761581421,Art. 40 (p.3-4),"Paragraphe précédent sont soumises à l'autorisation du ministre chargé de l'environnement. Cette autorisation n'est attribuée que si les conditions suivantes sont remplies : - le respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues, - la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination, - la présentation d'un contrat d'assurances présentant les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 40,40,73,OBLIGATION,L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national.,TO_VALIDATE,0.8500000238418579,Art. 40 (p.3-4),L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 42,42,74,CONDITION,"Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux, Les autorités compétentes enjoignent renvoyer les déchets au pays d'origine dans un délai imparti.",TO_VALIDATE,0.6499999761581421,Art. 42 (p.4-4),"Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux visés dans l'article précédent, les autorités compétentes enjoignent à leur détenteur, leur transportateur ou leur producteur de les renvoyer au pays d'origine dans un délai qu'elle lui"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 42,42,75,CONDITION,"Si le contrevenant ne s'exécute pas, Les autorités compétentes peuvent prendre toutes les mesures nécessaires pour assurer le renvoi des déchets aux frais des participants à l'opération.",TO_VALIDATE,0.8500000238418579,Art. 42 (p.4-4),"Si le contrevenant ne s'exécute pas, les autorités compétentes peuvent prendre toutes les mesures nécessaires pour assurer le renvoi de ces déchets aux frais des participants à l'opération."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 43,43,76,CONDITION,"En cas de trafic illicite de déchets dangereux, Les producteurs de déchets dangereux, leurs distributeurs et, s'ils sont inconnus, leurs détenteurs incombe répondre de tout dommage causé par les déchets dangereux en cas de trafic illicite.",TO_VALIDATE,0.8999999761581421,Art. 43 (p.4-4),"En cas de trafic illicite de déchets dangereux, une responsabilité illimitée, collective et solidaire incombe aux producteurs de ces déchets, à leurs distributeurs et s'ils sont inconnus, à leurs détenteurs pour tout dommage causé par ces déchets."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 43,43,77,CONDITION,"En cas de trafic illicite de déchets dangereux, une responsabilité illimitée, collective et solidaire incombe aux producteurs de ces déchets, à leurs distributeurs et s'ils sont inconnus, à leurs détenteurs pour tout dommage causé par ces déchets.",DRAFT,0.8999999761581421,Art. 43 (p.4-4),"En cas de trafic illicite de déchets dangereux, une responsabilité illimitée, collective et solidaire incombe aux producteurs de ces déchets, à leurs distributeurs et s'ils sont inconnus, à leurs détenteurs pour tout dommage causé par ces déchets."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,78,CONDITION,"Respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues, - la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination, - la présentation d'un contrat d'assurances présentant les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national. - Des règlements spéciaux interdisant ou organisant l'importation, l'exportation et le transit d'autres catégories de déchets peuvent être pris, . - Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux.",TO_VALIDATE,0.8500000238418579,Art. 44 (p.4-4),"Respect des règles et des normes de conditionnement et d'étiquetage internationalement convenues, - la présentation d'un contrat écrit entre l'exportateur et le centre d'élimination, - la présentation d'un contrat d'assurances présentant les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national. - Des règlements spéciaux interdisant ou organisant l'importation, l'exportation et le transit d'autres catégories de déchets peuvent être pris, . - Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,79,CONDITION,"Les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national. - Des règlements spéciaux interdisant ou organisant l'importation, l'exportation et le transit d'autres catégories de déchets peuvent être pris, . - Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux visés dans l'article précédent, les autorités compétentes enjoignent à leur détenteur, leur transportateur ou leur producteur de les renvoyer au p.",TO_VALIDATE,0.6499999761581421,Art. 44 (p.4-4),"Les garanties financières suffisantes, - la présentation d'un document de mouvement signé par la personne chargée de l'opération de transport transfrontière. L'autorisation de transit est assortie de l'apposition de scellés sur les conteneurs à l'entrée du territoire national. - Des règlements spéciaux interdisant ou organisant l'importation, l'exportation et le transit d'autres catégories de déchets peuvent être pris, . - Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux visés dans l'article précédent, les autorités compétentes enjoignent à leur détenteur, leur transportateur ou leur producteur de les renvoyer au p."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,80,CONDITION,"Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux, les dispositions applicables doivent être appliquées.",TO_VALIDATE,0.75,Art. 44 (p.4-4),Si des déchets ont été importés ou exportés d'une manière contraire aux dispositions de la présente loi ou aux règlements spéciaux
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,81,CONDITION,"En cas de trafic illicite de déchets dangereux, Les producteurs, les distributeurs et, s'ils sont inconnus, les détenteurs de déchets dangereux incombe une responsabilité illimitée, collective et solidaire pour tout dommage causé par ces déchets.",DRAFT,0.8999999761581421,Art. 44 (p.4-4),"En cas de trafic illicite de déchets dangereux, une responsabilité illimitée, collective et solidaire incombe aux producteurs de ces déchets, à leurs distributeurs et s'ils sont inconnus, à leurs détenteurs pour tout dommage causé par ces déchets."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,82,DECLARATION,"Tout mouvement transfrontière de déchets dangereux est considéré comme trafic illicite s'il est effectué sans notification, sans consentement ou avec des documents falsifiés ou faux.",TO_VALIDATE,0.6499999761581421,Art. 44 (p.4-4),"Tout mouvement transfrontière de déchets dangereux est considéré comme trafic illicite s'il est effectué sans notification, sans consentement ou avec des documents falsifiés ou faux."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 44,44,83,CONDITION,"En cas de trafic illicite de déchets dangereux, Les producteurs, distributeurs et détenteurs inconnus de déchets dangereux répondent de tout dommage causé par un trafic illicite de déchets dangereux.",TO_VALIDATE,0.5,Art. 44 (p.4-4),"En cas de trafic illicite de déchets dangereux, une responsabilité illimitée, collective et solidaire incombe aux producteurs de ces déchets, à leurs distributeurs et s'ils sont inconnus, à leurs détenteurs pour tout dommage causé par ces déchets."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 33,33,84,DECLARATION,"Tout mouvement transfrontière de déchets dangereux effectué sans notification aux Etats concernés, sans obtention de leur consentement, avec des documents falsifiés ou fondés sur de fausses informations, ou aboutissant au rejet délibéré de ces déchets d'une manière contraire est considéré comme trafic illicite.",TO_VALIDATE,0.6499999761581421,Art. 33 (p.4-4),"Est considéré comme trafic illicite tout mouvement transfrontière de déchets dangereux effectué sans qu'une notification ait été donnée aux Etats concernés, ou sans obtention de leur consentement, ou avec des documents falsifiés ou fondés sur de fausses informations ou qui aboutit au rejet délibéré de ces déchets d'une manière contraire"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,85,REGISTRE,Un registre spécifique aux déchets dangereux est tenu et conservé pendant une période de dix ans.,TO_VALIDATE,0.8500000238418579,Art. 34 (p.4-4),Un registre spécifique aux déchets dangereux est tenu et conservé pendant une periode de dix ans.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,86,REGISTRE,Les documents certifiant l'exécution des opérations de gestion sont conservés.,TO_VALIDATE,0.550000011920929,Art. 34 (p.4-4),Les documents certifiant l'exécution des opérations de gestion sont aussi conservés pendant la même periode.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,87,REGISTRE,Les documents certifiant l'exécution des opérations de gestion sont présentés pendant la même période et à toute réquisition.,TO_VALIDATE,0.75,Art. 34 (p.4-4),Les documents certifiant l'exécution des opérations de gestion sont aussi conservés pendant la même periode et sont présentés à toute réquisition des autorités compétentes.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,88,REGISTRE,La période de conservation du registre spécifique aux déchets dangereux peut être prolongée par les règlements fixant les modalités de gestion de certaines catégories de déchets dangereux.,DRAFT,0.8500000238418579,Art. 34 (p.4-4),Cette période peut être prolongée par les règlements fixant les modalités de gestion de certaines catégories de déchets dangereux.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,89,REGISTRE,Le registre spécifique aux déchets dangereux doit être tenu et conservé pendant une période de dix ans.,DRAFT,0.8999999761581421,Art. 34 (p.4-4),Un registre spécifique aux déchets dangereux est tenu et conservé pendant une periode de dix ans. Cette période peut être prolongée par les règlements fixant les modalités de gestion de certaines catégories de déchets dangereux. Les documents certifiant l'exécution des
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,90,DECLARATION,"Les établissements et entreprises qui produisent, transportent ou gèrent les catégories de déchets visées à l'article 31 de la présente loi sont tenus de communiquer chaque année au ministère chargé de l'environnement toutes les informations sur les déchets qu'ils produisent.",DRAFT,0.8999999761581421,Art. 34 (p.4-4),"Les établissements et entreprises qui produisent, transportent ou gèrent les catégories de déchets visées à l'article 31 de la présente loi sont tenus de communiquer chaque année au ministère chargé de l'environnement toutes les informations sur les déchets qu'ils produisent"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,91,DECLARATION,Les documents certifiant l'exécution des opérations de gestion sont conservés pendant la même période.,TO_VALIDATE,0.550000011920929,Art. 34 (p.4-4),Les documents certifiant l'exécution des opérations de gestion sont aussi conservés pendant la même periode.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 34,34,92,DECLARATION,Les documents certifiant l'exécution des opérations de gestion sont présentés à toute réquisition des autorités compétentes.,TO_VALIDATE,0.6499999761581421,Art. 34 (p.4-4),Les documents certifiant l'exécution des opérations de gestion sont présentés à toute réquisition des autorités compétentes.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 36,36,93,OBLIGATION,"Les déchets dangereux doivent être emballés et étiquetés conformément aux normes en vigueur, au cours des opérations de collecte, de transport et de stockage.",DRAFT,0.8999999761581421,Art. 36 (p.4-4),"Au cours des opérations de collecte, de transport et de stockage, les déchets dangereux doivent être emballés et étiquetés conformément aux normes en vigueur."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 36,36,94,OBLIGATION,"Les autorités compétentes en matière de protection de l'environnement peuvent effectuer des opérations d'inspection régulières ou inopinées des lieux de stockage, des entreprises et des cargaisons.",TO_VALIDATE,0.8500000238418579,Art. 36 (p.4-4),"Les autorités compétentes en matière de protection de l'environnement peuvent effectuer des opérations d'inspection régulières ou inopinées des lieux de stockage, des entreprises et des cargaisons, comme elles peuvent saisir les cargaisons contrevenant aux régles fixées par la p"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 36,36,95,OBLIGATION,Les autorités compétentes en matière de protection de l'environnement peuvent saisir les cargaisons contrevenant aux règles fixées.,TO_VALIDATE,0.8500000238418579,Art. 36 (p.4-4),"Les autorités compétentes en matière de protection de l'environnement peuvent effectuer des opérations d'inspection régulières ou inopinées des lieux de stockage, des entreprises et des cargaisons, comme elles peuvent saisir les cargaisons contrevenant aux régles fixées par la p"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 37,37,96,OBLIGATION,Le ministère chargé de l'environnement doit élaborer un plan ou des plans de gestion des déchets non ménagers et des plans de gestion des déchets dangereux.,TO_VALIDATE,0.75,Art. 37 (p.4-4),Le ministère chargé de l'environnement élabore en collaboration avec les parties concernées un plan ou des plans de gestion des déchets non ménagers et des plans de gestion des déchets dangereux.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 37,37,97,OBLIGATION,"Ces plans doivent déterminer les types, les quantités et l'origine des déchets destinés à l'élimination ou à la valorisation, les exigences techniques générales et spécifiques, ainsi que les sites et les installations appropriés pour l'élimination.",TO_VALIDATE,0.75,Art. 37 (p.4-4),"Ces plans déterminent les types, les quantités et l'origine des déchets destinés à l'élimination ou à la valorisation, les exigences techniques générales et spécifiques, les sites et les installations appropriés pour l'élimination."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 37,37,98,EXCEPTION,"Ces plans peuvent indiquer les parties habilitées à gérer les déchets, les estimations du coût des opérations de valorisation et les procédures visant à encourager la rationalisation des opérations de collecte, de tri et de traitement des déchets.",TO_VALIDATE,0.6499999761581421,Art. 37 (p.4-4),"Ces plans peuvent indiquer les parties habilitées à gérer les déchets, les estimations du coût des opérations de valorisation et les procédures visant à encourager la rationalisation des opérations de collecte, de tri et de traitement des déchets ."
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 38,38,99,AUTRE,"Ces plans peuvent indiquer les parties habilitées à gérer les déchets, les estimations du coût des opérations de valorisation et les procédures visant à encourager la rationalisation des opérations de collecte, de tri et de traitement des déchets.",TO_VALIDATE,0.800000011920929,Art. 38 (p.4-4),"Ces plans peuvent indiquer les parties habilitées à gérer les déchets, les estimations du coût des opérations de valorisation et les procédures visant à encourager la rationalisation des opérations de collecte, de tri et de traitement des déchets"
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 45,45,100,CONTROLE,Les agents et experts-contrôleurs sont habilités à exercer les fonctions de police judiciaire.,TO_VALIDATE,0.6499999761581421,Art. 45 (p.4-5),Les agents et experts-contrôleurs sont habilités à exercer les fonctions de police judiciaire.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 45,45,101,CONTROLE,Les agents et experts-contrôleurs sont habilités à entreprendre les enquêtes.,TO_VALIDATE,0.6499999761581421,Art. 45 (p.4-5),Les agents et experts-contrôleurs sont habilités à entreprendre les enquêtes.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 45,45,102,CONTROLE,Les agents et experts-contrôleurs sont habilités à prélever les échantillons pour effectuer les analyses nécessaires.,TO_VALIDATE,0.8500000238418579,Art. 45 (p.4-5),Les agents et experts-contrôleurs sont habilités à prélever les échantillons pour effectuer les analyses nécessaires.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 39,39,103,INTERDICTION,L'importation des déchets dangereux visés à l'article 31 de la présente loi est strictement interdite.,DRAFT,0.8999999761581421,Art. 39 (p.4-5),L'importation des déchets dangereux visés à l'article 31 de la présente loi est strictement interdite.
a081cb3c-d614-4a26-856b-bf3c606c7909,Loi n° 96-41,upload_ui,REGLEMENTAIRE,LOI,Art. 50,50,104,RESPONSABILITE,"Toute personne est punie d'un emprisonnement de deux mois à deux ans et d'une amende de 100 à 50 000 dinars ou de l'une de ces deux peines seulement, ayant délibérément éliminé des déchets dans des installations n'ayant pas obtenu l'autorisation visée à l'article 26.",TO_VALIDATE,0.6499999761581421,Art. 50 (p.5-5),"50. 000 dinars, selon la gravité de l'infraction. - Est puni d'un emprisonnement de deux mois à deux ans et d'une amende d'un montant de 100 à 50.000 dinars ou de l'une de ces deux peines seulement : d'établissements et d'entreprises agrées pour gérer cette catégorie de déchets, - toute personne ayant délibèrement"
